event_id,event_type,source_organization,document_title,url,event_date,country,region,facility,sif_potential,sif_label_type,energy_mechanism,energy_status,barrier_state,iogp_supported_rules,dataset_tier,ml_eligibility,duplicate_group_id,provenance_status
EVT-IMCA-0502,NEAR_MISS,International Marine Contractors Association (IMCA),17/22 Incorrect operations result in failure of hoist,https://www.imca-int.com/resources/safety/safety-flashes/1722-incorrect-operations-result-in-failure-of-hoist/,2022-07-14,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01094,VERIFIED
EVT-IMCA-0503,NEAR_MISS,International Marine Contractors Association (IMCA),17/22 Man overboard from anchor handler tug,https://www.imca-int.com/resources/safety/safety-flashes/1722-man-overboard-from-anchor-handler-tug/,2022-07-14,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,QUARANTINED,GRP-01095,VERIFIED
EVT-IMCA-0504,NEAR_MISS,International Marine Contractors Association (IMCA),17/22 Don’t ASSUME – verify and check,https://www.imca-int.com/resources/safety/safety-flashes/1722-don-t-assume-verify-and-check/,2022-07-14,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01096,VERIFIED
EVT-IMCA-0505,NEAR_MISS,International Marine Contractors Association (IMCA),17/22 IOGP: Squeezed hand due to unintentional activation of winch,https://www.imca-int.com/resources/safety/safety-flashes/1722-iogp-squeezed-hand-due-to-unintentional-activation-of-winch/,2022-07-14,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01097,VERIFIED
EVT-IMCA-0506,NEAR_MISS,International Marine Contractors Association (IMCA),16/22 BSEE/USCG: Dealing with extreme weather events,https://www.imca-int.com/resources/safety/safety-flashes/1622-bseeuscg-dealing-with-extreme-weather-events/,2022-07-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01098,VERIFIED
EVT-IMCA-0507,NEAR_MISS,International Marine Contractors Association (IMCA),16/22 American P&I Club: Extreme bollard pull,https://www.imca-int.com/resources/safety/safety-flashes/1622-american-pi-club-extreme-bollard-pull/,2022-07-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01099,VERIFIED
EVT-IMCA-0508,NEAR_MISS,International Marine Contractors Association (IMCA),16/22 Lost Time Injuries due to a failed mooring line,https://www.imca-int.com/resources/safety/safety-flashes/1622-lost-time-injuries-due-to-a-failed-mooring-line/,2022-07-04,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01100,VERIFIED
EVT-IMCA-0509,INCIDENT,International Marine Contractors Association (IMCA),16/22 LTI – Struck when anchor wire end pulled free of drum clamps,https://www.imca-int.com/resources/safety/safety-flashes/1622-lti-struck-when-anchor-wire-end-pulled-free-of-drum-clamps/,2022-07-04,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01101,VERIFIED
EVT-IMCA-0510,INCIDENT,International Marine Contractors Association (IMCA),16/22 Damage to bulwarks during overboarding of mattresses,https://www.imca-int.com/resources/safety/safety-flashes/1622-damage-to-bulwarks-during-overboarding-of-mattresses/,2022-07-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01102,VERIFIED
EVT-IMCA-0511,INCIDENT,International Marine Contractors Association (IMCA),15/22 Fatal crush incident between platform supply vessel and fast rescue craft (2012),https://www.imca-int.com/resources/safety/safety-flashes/1522-fatal-crush-incident-between-platform-supply-vessel-and-fast-rescue-craft-2012/,2022-06-20,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01103,VERIFIED
EVT-IMCA-0512,NEAR_MISS,International Marine Contractors Association (IMCA),15/22 High potential: electric shock near miss,https://www.imca-int.com/resources/safety/safety-flashes/1522-high-potential-electric-shock-near-miss/,2022-06-20,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,ELECTRICAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,QUARANTINED,GRP-01104,VERIFIED
EVT-IMCA-0513,INCIDENT,International Marine Contractors Association (IMCA),15/22 Fire at sea – some timely reminders (Safety4Sea),https://www.imca-int.com/resources/safety/safety-flashes/1522-fire-at-sea-some-timely-reminders-safety4sea/,2022-06-20,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01105,VERIFIED
EVT-IMCA-0514,NEAR_MISS,International Marine Contractors Association (IMCA),15/22 NTSB: watertight doors – vessel sank after flooding,https://www.imca-int.com/resources/safety/safety-flashes/1522-ntsb-watertight-doors-vessel-sank-after-flooding/,2022-06-20,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01106,VERIFIED
EVT-IMCA-0515,NEAR_MISS,International Marine Contractors Association (IMCA),15/22 Infection: a scratched elbow turns into an LTI,https://www.imca-int.com/resources/safety/safety-flashes/1522-infection-a-scratched-elbow-turns-into-an-lti/,2022-06-20,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01107,VERIFIED
EVT-IMCA-0516,NEAR_MISS,International Marine Contractors Association (IMCA),14/22 Crosby – Important safety notice for 7/8″ 6.5t Anchor Shackles,https://www.imca-int.com/resources/safety/safety-flashes/1422-crosby-important-safety-notice-for-78-65t-anchor-shackles/,2022-06-10,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01108,VERIFIED
EVT-IMCA-0517,NEAR_MISS,International Marine Contractors Association (IMCA),13/22 Surface decompression near-miss,https://www.imca-int.com/resources/safety/safety-flashes/1322-surface-decompression-near-miss/,2022-05-31,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01109,VERIFIED
EVT-IMCA-0518,NEAR_MISS,International Marine Contractors Association (IMCA),13/22 Near miss: grinder disc rotation set up in the wrong direction,https://www.imca-int.com/resources/safety/safety-flashes/1322-near-miss-grinder-disc-rotation-set-up-in-the-wrong-direction/,2022-05-31,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01110,VERIFIED
EVT-IMCA-0519,NEAR_MISS,International Marine Contractors Association (IMCA),13/22 USCG: Exceeding electrical duty rating can lead to failure,https://www.imca-int.com/resources/safety/safety-flashes/1322-uscg-exceeding-electrical-duty-rating-can-lead-to-failure/,2022-05-31,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,ELECTRICAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01111,VERIFIED
EVT-IMCA-0520,NEAR_MISS,International Marine Contractors Association (IMCA),13/22 Searchlight fell from vessel during heavy weather,https://www.imca-int.com/resources/safety/safety-flashes/1322-searchlight-fell-from-vessel-during-heavy-weather/,2022-05-31,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01112,VERIFIED
EVT-IMCA-0521,INCIDENT,International Marine Contractors Association (IMCA),13/22 MSF: Corrosion in fire-fighting equipment,https://www.imca-int.com/resources/safety/safety-flashes/1322-msf-corrosion-in-fire-fighting-equipment/,2022-05-31,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01113,VERIFIED
EVT-IMCA-0522,INCIDENT,International Marine Contractors Association (IMCA),12/22 Explosion – hot work in a flammable atmosphere (Transport Malta),https://www.imca-int.com/resources/safety/safety-flashes/1222-explosion-hot-work-in-a-flammable-atmosphere-transport-malta/,2022-05-12,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Hot work,BRONZE,ML_LIMITED,GRP-01114,VERIFIED
EVT-IMCA-0523,NEAR_MISS,International Marine Contractors Association (IMCA),12/22 Process Safety Fundamentals – IOGP / Step Change,https://www.imca-int.com/resources/safety/safety-flashes/1222-process-safety-fundamentals-iogp-step-change/,2022-05-12,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01115,VERIFIED
EVT-IMCA-0524,NEAR_MISS,International Marine Contractors Association (IMCA),12/22 IOGP: Dropped object with potential for injury – riser release,https://www.imca-int.com/resources/safety/safety-flashes/1222-iogp-dropped-object-with-potential-for-injury-riser-release/,2022-05-12,UNKNOWN,International Marine & Offshore,Jack-up Rig,UNKNOWN,UNKNOWN,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01116,VERIFIED
EVT-IMCA-0525,NEAR_MISS,International Marine Contractors Association (IMCA),12/22: Safe Use of Ladders and Stepladders,https://www.imca-int.com/resources/safety/safety-flashes/1222-safe-use-of-ladders-and-stepladders/,2022-05-12,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01117,VERIFIED
EVT-IMCA-0526,INCIDENT,International Marine Contractors Association (IMCA),12/22 This is not a drill…an LTI during a drill (MSF),https://www.imca-int.com/resources/safety/safety-flashes/1222-this-is-not-a-drill-an-lti-during-a-drill-msf/,2022-05-12,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01118,VERIFIED
EVT-IMCA-0527,INCIDENT,International Marine Contractors Association (IMCA),11/22 Riggers injured while disconnecting rigging,https://www.imca-int.com/resources/safety/safety-flashes/1122-riggers-injured-while-disconnecting-rigging/,2022-05-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,QUARANTINED,GRP-01119,VERIFIED
EVT-IMCA-0528,NEAR_MISS,International Marine Contractors Association (IMCA),11/22 Near miss: Floor Plate fell from Main Mast during storm,https://www.imca-int.com/resources/safety/safety-flashes/1122-near-miss-floor-plate-fell-from-main-mast-during-storm/,2022-05-04,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01120,VERIFIED
EVT-IMCA-0529,NEAR_MISS,International Marine Contractors Association (IMCA),11/22 MAIB: Loss of containers overboard – task seen as routine,https://www.imca-int.com/resources/safety/safety-flashes/1122-maib-loss-of-containers-overboard-task-seen-as-routine/,2022-05-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01121,VERIFIED
EVT-IMCA-0530,NEAR_MISS,International Marine Contractors Association (IMCA),11/22 Maintenance and painting – two incidents,https://www.imca-int.com/resources/safety/safety-flashes/1122-maintenance-and-painting-two-incidents/,2022-05-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01122,VERIFIED
EVT-IMCA-0531,INCIDENT,International Marine Contractors Association (IMCA),11/22 MSF: Manual Handling Injury During Bulk Hose Operations,https://www.imca-int.com/resources/safety/safety-flashes/1122-msf-manual-handling-injury-during-bulk-hose-operations/,2022-05-04,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01123,VERIFIED
EVT-IMCA-0532,INCIDENT,International Marine Contractors Association (IMCA),10/22 Communications: LTI finger injury during lifting operations,https://www.imca-int.com/resources/safety/safety-flashes/1022-communications-lti-finger-injury-during-lifting-operations/,2022-04-21,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01124,VERIFIED
EVT-IMCA-0533,NEAR_MISS,International Marine Contractors Association (IMCA),10/22 COBRA System – Hose coupling cross threaded,https://www.imca-int.com/resources/safety/safety-flashes/1022-cobra-system-hose-coupling-cross-threaded/,2022-04-21,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01125,VERIFIED
EVT-IMCA-0534,NEAR_MISS,International Marine Contractors Association (IMCA),10/22 Diver experienced an air flow restriction,https://www.imca-int.com/resources/safety/safety-flashes/1022-diver-experienced-an-air-flow-restriction/,2022-04-21,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01126,VERIFIED
EVT-IMCA-0535,NEAR_MISS,International Marine Contractors Association (IMCA),10/22 Subsea transponder wire parted,https://www.imca-int.com/resources/safety/safety-flashes/1022-subsea-transponder-wire-parted/,2022-04-21,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01127,VERIFIED
EVT-IMCA-0536,INCIDENT,International Marine Contractors Association (IMCA),10/22 MAIB: Blockage of fixed CO2 fire extinguishing system pilot hoses,https://www.imca-int.com/resources/safety/safety-flashes/1022-maib-blockage-of-fixed-co2-fire-extinguishing-system-pilot-hoses/,2022-04-21,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01128,VERIFIED
EVT-IMCA-0537,NEAR_MISS,International Marine Contractors Association (IMCA),09/22 MAIB Safety Digest 1/2022,https://www.imca-int.com/resources/safety/safety-flashes/0922-maib-safety-digest-12022/,2022-04-08,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01129,VERIFIED
EVT-IMCA-0538,INCIDENT,International Marine Contractors Association (IMCA),09/22 USB power bank (Lithium battery) fire,https://www.imca-int.com/resources/safety/safety-flashes/0922-usb-power-bank-lithium-battery-fire/,2022-04-08,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01130,VERIFIED
EVT-IMCA-0539,INCIDENT,International Marine Contractors Association (IMCA),09/22 USCG: Lithium battery fire,https://www.imca-int.com/resources/safety/safety-flashes/0922-uscg-lithium-battery-fire/,2022-04-08,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01131,VERIFIED
EVT-IMCA-0540,NEAR_MISS,International Marine Contractors Association (IMCA),09/22 UK HSE: worker died following fall from crane platform,https://www.imca-int.com/resources/safety/safety-flashes/0922-uk-hse-worker-died-following-fall-from-crane-platform/,2022-04-08,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01132,VERIFIED
EVT-IMCA-0541,NEAR_MISS,International Marine Contractors Association (IMCA),09/22 Riggers struck/trapped by pipe section,https://www.imca-int.com/resources/safety/safety-flashes/0922-riggers-strucktrapped-by-pipe-section/,2022-04-08,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01133,VERIFIED
EVT-IMCA-0542,NEAR_MISS,International Marine Contractors Association (IMCA),08/22 Mooring near miss: Guide roller pin suffered material failure,https://www.imca-int.com/resources/safety/safety-flashes/0822-mooring-near-miss-guide-roller-pin-suffered-material-failure/,2022-04-01,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01134,VERIFIED
EVT-IMCA-0543,INCIDENT,International Marine Contractors Association (IMCA),08/22 American P&I Club: Fire Started from cutting torch work,https://www.imca-int.com/resources/safety/safety-flashes/0822-american-pi-club-fire-started-from-cutting-torch-work/,2022-04-01,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,Hot work,SILVER,ML_ELIGIBLE,GRP-01135,VERIFIED
EVT-IMCA-0544,NEAR_MISS,International Marine Contractors Association (IMCA),08/22 NTSB: Dangerous engine failure – improper torquing,https://www.imca-int.com/resources/safety/safety-flashes/0822-ntsb-dangerous-engine-failure-improper-torquing/,2022-04-01,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,ELECTRICAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01136,VERIFIED
EVT-IMCA-0545,NEAR_MISS,International Marine Contractors Association (IMCA),08/22 MSF: Unsafe Cargo Transfer Using Pallets,https://www.imca-int.com/resources/safety/safety-flashes/0822-msf-unsafe-cargo-transfer-using-pallets/,2022-04-01,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01137,VERIFIED
EVT-IMCA-0546,INCIDENT,International Marine Contractors Association (IMCA),08/22 UK HSE: worker falls from height during oil platform decommissioning,https://www.imca-int.com/resources/safety/safety-flashes/0822-uk-hse-worker-falls-from-height-during-oil-platform-decommissioning/,2022-04-01,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01138,VERIFIED
EVT-IMCA-0547,INCIDENT,International Marine Contractors Association (IMCA),07/22 MAIB: Unexploded ordnance – subsea explosion causes injury and damage,https://www.imca-int.com/resources/safety/safety-flashes/0722-maib-unexploded-ordnance-subsea-explosion-causes-injury-and-damage/,2022-03-22,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01139,VERIFIED
EVT-IMCA-0548,NEAR_MISS,International Marine Contractors Association (IMCA),"07/22 MAIB: Flooding, capsize and foundering of small vessel after issues with towing wires",https://www.imca-int.com/resources/safety/safety-flashes/0722-maib-flooding-capsize-and-foundering-of-small-vessel-after-issues-with-towing-wires/,2022-03-22,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01140,VERIFIED
EVT-IMCA-0549,NEAR_MISS,International Marine Contractors Association (IMCA),07/22 Overcoming Language Barriers,https://www.imca-int.com/resources/safety/safety-flashes/0722-overcoming-language-barriers/,2022-03-22,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,PRESSURE,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01141,VERIFIED
EVT-IMCA-0550,NEAR_MISS,International Marine Contractors Association (IMCA),07/22 MSF: Contact between Vessel and Offshore Installation,https://www.imca-int.com/resources/safety/safety-flashes/0722-msf-contact-between-vessel-and-offshore-installation/,2022-03-22,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01142,VERIFIED
EVT-IMCA-0551,INCIDENT,International Marine Contractors Association (IMCA),07/22 Stored energy release: Two fatalities with tyres (IOGP),https://www.imca-int.com/resources/safety/safety-flashes/0722-stored-energy-release-two-fatalities-with-tyres-iogp/,2022-03-22,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,KINETIC,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01143,VERIFIED
EVT-IMCA-0552,INCIDENT,International Marine Contractors Association (IMCA),06/22 Fatal fall from collapsing scaffolding on a merchant vessel,https://www.imca-int.com/resources/safety/safety-flashes/0622-fatal-fall-from-collapsing-scaffolding-on-a-merchant-vessel/,2022-03-11,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,Working at height,BRONZE,ML_LIMITED,GRP-01144,VERIFIED
EVT-IMCA-0553,INCIDENT,International Marine Contractors Association (IMCA),06/22 Non-fatal man overboard incident,https://www.imca-int.com/resources/safety/safety-flashes/0622-non-fatal-man-overboard-incident/,2022-03-11,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,PRESSURE,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01145,VERIFIED
EVT-IMCA-0554,INCIDENT,International Marine Contractors Association (IMCA),06/22 Line of fire: pinched finger between door and frame,https://www.imca-int.com/resources/safety/safety-flashes/0622-line-of-fire-pinched-finger-between-door-and-frame/,2022-03-11,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,THERMAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01146,VERIFIED
EVT-IMCA-0555,NEAR_MISS,International Marine Contractors Association (IMCA),06/22 Get it fixed!! Deteriorated seals on emergency hatch,https://www.imca-int.com/resources/safety/safety-flashes/0622-get-it-fixed-deteriorated-seals-on-emergency-hatch/,2022-03-11,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01147,VERIFIED
EVT-IMCA-0556,NEAR_MISS,International Marine Contractors Association (IMCA),06/22 MSF: Foreign object in eye,https://www.imca-int.com/resources/safety/safety-flashes/0622-msf-foreign-object-in-eye/,2022-03-11,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01148,VERIFIED
EVT-IMCA-0557,NEAR_MISS,International Marine Contractors Association (IMCA),05/22 Permit to Work and Isolation procedure not followed,https://www.imca-int.com/resources/safety/safety-flashes/0522-permit-to-work-and-isolation-procedure-not-followed/,2022-02-28,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,ELECTRICAL,HIGH_ENERGY_RELEASED,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01149,VERIFIED
EVT-IMCA-0558,NEAR_MISS,International Marine Contractors Association (IMCA),05/22 MSF: LTI – Fall from Height  (control of work during SIMOPS),https://www.imca-int.com/resources/safety/safety-flashes/0522-msf-lti-fall-from-height-control-of-work-during-simops/,2022-02-28,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,DERIVED,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01150,VERIFIED
EVT-IMCA-0559,NEAR_MISS,International Marine Contractors Association (IMCA),05/22 UK HSE: Poor control of work – worker suffered serious injuries,https://www.imca-int.com/resources/safety/safety-flashes/0522-uk-hse-poor-control-of-work-worker-suffered-serious-injuries/,2022-02-28,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01151,VERIFIED
EVT-IMCA-0560,INCIDENT,International Marine Contractors Association (IMCA),05/22 Fractured finger while handling metal plates,https://www.imca-int.com/resources/safety/safety-flashes/0522-fractured-finger-while-handling-metal-plates/,2022-02-28,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01152,VERIFIED
EVT-IMCA-0561,NEAR_MISS,International Marine Contractors Association (IMCA),05/22 UK HSE: Liquid petroleum gas (LPG) leak,https://www.imca-int.com/resources/safety/safety-flashes/0522-uk-hse-liquid-petroleum-gas-lpg-leak/,2022-02-28,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,UNKNOWN,UNKNOWN,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01153,VERIFIED
EVT-IMCA-0562,INCIDENT,International Marine Contractors Association (IMCA),04/22 Equipment on quay damaged when vessel started listing,https://www.imca-int.com/resources/safety/safety-flashes/0422-equipment-on-quay-damaged-when-vessel-started-listing/,2022-02-10,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01154,VERIFIED
EVT-IMCA-0563,NEAR_MISS,International Marine Contractors Association (IMCA),04/22 UK HSE: Offshore crane boom hoist failures,https://www.imca-int.com/resources/safety/safety-flashes/0422-uk-hse-offshore-crane-boom-hoist-failures/,2022-02-10,UNKNOWN,International Marine & Offshore,UNKNOWN,TRUE,EXPLICIT,GRAVITATIONAL,HIGH_ENERGY_RELEASED,UNKNOWN,,SILVER,ML_ELIGIBLE,GRP-01155,VERIFIED
EVT-IMCA-0564,NEAR_MISS,International Marine Contractors Association (IMCA),04/22 Cargo shifted during heavy weather,https://www.imca-int.com/resources/safety/safety-flashes/0422-cargo-shifted-during-heavy-weather/,2022-02-10,UNKNOWN,International Marine & Offshore,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,,BRONZE,ML_LIMITED,GRP-01156,VERIFIED
