event_id,rule_id,rule_name,v2_2_status,v2_2_1_status,evidence_status,evidence_text,evidence_start,evidence_end,offset_verified,evidence_source,grounding_type,semantic_conflict
EVT-IMCA-0186,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,721,736,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0187,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,8 January 2023 Read more MSF: Hand injuries Safety Flash IMCA SF 16/13 17 October 2013 Read more IOGP Life Saving Rules: Line of fire What are these,2368,2516,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0187,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,tember 2026 IMCA SF 23/24 2 minute read A worker suffered a serious finger injury when their finger was caught between a crane wire and the recovery hook on an ROV,114,277,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0187,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,toolbox talk,1477,1489,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0188,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,BSEE: recurring hand injuries from alternative cutting devices Safety Flash Published on 27 November 2024 Generated on 14 September 2026 IMCA SF 23/24 2 minute read The United,0,175,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0188,IOGP-08,Work authorization,NONE,AMBIGUOUS,AMBIGUOUS,Job Safety Analysis,1732,1751,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0189,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,NTSB: Crane wire failure Safety Flash Published on 27 November 2024 Generated on 14 September 2026 IMCA SF 23/24 3 minute read The N,0,132,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0190,IOGP-04,Energy isolation,EXPLICIT,SUPPORTED,SUPPORTED,Safety Flashes Poor control of work in dry dock Safety Flash IMCA SF 06/23 27 February 2023 Read more Permit to Work and Isolation procedure not followed Safety Flash IMCA SF 05/22 28 February 2022 Read more US BSEE: Welding and burning hazards Safety,2898,3149,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0190,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,Hot work performed outside of Permit to Work (PTW) boundary limit Safety Flash Published on 27 November 2024 Generated on 14 Sept,0,129,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0190,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,Hot work performed outside of Permit to Work (PTW) boundary limit Safety Flash Published on 27 November 2024 Generated on 14 September 2026 IMCA SF 23/24 3 minute re,0,165,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0190,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,scaffolding,533,544,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0191,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,Vital safety information (height of vehicle) found incorrect Safety Flash Published on 27 November 2024 Generated on 14 September 2026 IMCA SF 23/24 2 minute read “,0,164,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0192,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,more Near-miss: Gas release from subsea pipeline Safety Flash IMCA SF 09/17 3 May 2017 Read more IOGP Life Saving Rules: Bypassing safety controls Energy isolation Line of fire Work authorisation What are these,3945,4155,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0192,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,isolation,1699,1708,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0192,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,line of fire,1484,1496,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0192,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,Toolbox Talk,2278,2290,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0193,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,Dropped object &#x2013,0,22,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0194,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,hot work,1366,1374,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0194,IOGP-08,Work authorization,NONE,DERIVED,DERIVED,job safety analysis,2619,2638,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0194,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,"ultiple factors contributed to the incident, including a lack of situational awareness for potential hazards, inadequate fall protection measures, and the failure to 1) properly secure the hatch covering the hole, 2) take corrective action after the cover w",654,911,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0195,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,welds,1088,1093,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0195,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Fire hazard from leaking fuel supply line Safety Flash IMCA SF 12/17 25 May 2017 Read more Near-miss: Corrosion caused crane boom failure during heavy lifting Safety Flash IMCA SF 21/15 7 December 2015 Read more Download PDF Safety Flashes Lates,2580,2825,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0196,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,454,459,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0197,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,Main Crane failure during load test Safety Flash Published on 24 October 2024 Generated on 14 September 2026 IMCA SF 21/24 2 minute,0,131,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0198,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,dropped object,1753,1767,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0198,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,stopped to investigate the source of the noise and found that an AC unit vent cover had become detached from the capstan winch PLC cabinet,766,904,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0198,IOGP-08,Work authorization,NONE,AMBIGUOUS,AMBIGUOUS,Stop Work,999,1008,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0199,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,truck,1545,1550,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0199,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Dropped clump weight Safety Flash IMCA SF 08/09 19 June 2009 Read more IOGP Life Saving Rules: Safe mechanical lifting Line of fire What are these,2665,2811,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0199,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,859,864,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0200,IOGP-05,Hot work,EXPLICIT,AMBIGUOUS,AMBIGUOUS,cutting,828,835,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0200,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,crane,1933,1938,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0200,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,616,631,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0200,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,fall from,1923,1932,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0202,IOGP-01,Bypassing safety controls,DERIVED,DERIVED,DERIVED,Bypassing,3403,3412,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0202,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,ignited,1435,1442,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0202,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,y fuel spray ignition Safety Flash IMCA SF 08/15 2 June 2015 Read more IOGP Life Saving Rules: Bypassing safety controls Line of fire What are these,3308,3456,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0204,IOGP-01,Bypassing safety controls,DERIVED,DERIVED,DERIVED,Bypassing,917,926,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0207,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,914,920,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0207,IOGP-04,Energy isolation,EXPLICIT,SUPPORTED,SUPPORTED,extinguishing system leads to a fatality Safety Flash IMCA SF 17/20 1 June 2020 Read more IOGP Life Saving Rules: Energy isolation What are these,1953,2098,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0208,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,2485,2497,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0209,IOGP-03,Driving,NONE,DERIVED,DERIVED,driver,355,361,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0209,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,957,972,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0209,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,working at height,1068,1085,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0210,IOGP-01,Bypassing safety controls,EXPLICIT,SUPPORTED,SUPPORTED,l tank sight glass push buttons wired open Safety Flash IMCA SF 28/22 13 December 2022 Read more IOGP Life Saving Rules: Bypassing safety controls What are these,2226,2387,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0211,IOGP-04,Energy isolation,EXPLICIT,SUPPORTED,SUPPORTED,Serious Injury from Rotating Winch Safety Flash IMCA SF 22/18 25 September 2018 Read more IOGP Life Saving Rules: Energy isolation Line of fire What are these,2366,2524,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0211,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,jury from Rotating Winch Safety Flash IMCA SF 22/18 25 September 2018 Read more IOGP Life Saving Rules: Energy isolation Line of fire What are these,2376,2524,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0211,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,2024 Generated on 14 September 2026 IMCA SF 19/24 2 minute read A worker suffered an injury whilst painting an auxiliary winch drum following maintenance,76,229,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0211,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,toolbox talk,422,434,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0212,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,fety Flashes LTI: Hand injury resulting from clothing catching on door Safety Flash IMCA SF 16/17 27 June 2017 Read more Line of fire: pinched finger between door and frame Safety Flash IMCA SF 06/22 11 March 2022 Read more Crushed finger Safety Flash IM,1293,1547,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0214,IOGP-01,Bypassing safety controls,NONE,AMBIGUOUS,AMBIGUOUS,bridge,907,913,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0214,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,Near miss: lift bag released unintentionally from crane hook Safety Flash Published on 3 September 2024 Generated on 14 September 2026 IMCA SF 18/24 2 minute read Lift bag came,0,176,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0214,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,1657,1672,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0215,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0216,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,nt: topsides started swinging during lifting Safety Flash IMCA SF 27/21 1 October 2021 Read more IOGP Life Saving Rules: Bypassing safety controls Safe mechanical lifting Line of fire What are these,2349,2547,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0216,IOGP-02,Confined space,DERIVED,DERIVED,DERIVED,caisson,673,680,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0216,IOGP-05,Hot work,NONE,AMBIGUOUS,AMBIGUOUS,cutting,633,640,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0216,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,y Flash IMCA SF 27/21 1 October 2021 Read more IOGP Life Saving Rules: Bypassing safety controls Safe mechanical lifting Line of fire What are these,2399,2547,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0216,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,722,727,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0217,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,more Shipyard worker receives electrical shock Safety Flash IMCA SF 10/21 8 April 2021 Read more IOGP Life Saving Rules: Bypassing safety controls What are these,3707,3868,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0217,IOGP-04,Energy isolation,DERIVED,DERIVED,DERIVED,energized,2600,2609,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0217,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,hot work,850,858,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0218,IOGP-01,Bypassing safety controls,DERIVED,DERIVED,DERIVED,MAIB: vessel collision caused by mismatch between bridge and engine room control Safety Flash Published on 3 September 2024 Generated on 14 September 2026 IMCA SF 18/24 2 minute,0,177,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0218,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,driving,835,842,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0219,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,mber 2020 Read more Man overboard from stinger Safety Flash IMCA SF 19/20 23 June 2020 Read more IOGP Life Saving Rules: Bypassing safety controls Working at height What are these,1524,1703,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0219,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,permit to work,755,769,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0219,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,Working at height,496,513,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0220,IOGP-01,Bypassing safety controls,DERIVED,DERIVED,DERIVED,Bypassing,2014,2023,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0220,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,1341,1356,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0221,IOGP-04,Energy isolation,DERIVED,DERIVED,DERIVED,Bleed down,2874,2884,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0221,IOGP-06,Line of fire,EXPLICIT,AMBIGUOUS,AMBIGUOUS,ighting frame on Fast Rescue Craft (FRC) Safety Flash IMCA SF 03/24 12 February 2024 Read more Galvanic corrosion causes dropped object &#x2013,3629,3772,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0222,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,3218,3230,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0222,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,suspended load,995,1009,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0222,IOGP-08,Work authorization,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0222,IOGP-09,Working at height,NONE,AMBIGUOUS,AMBIGUOUS,fall from,414,423,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0223,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0223,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,y Flashes Communications: LTI finger injury during lifting operations Safety Flash IMCA SF 10/22 21 April 2022 Read more Line of fire LTI: Finger injury during lifting operations Safety Flash IMCA SF 28/16 18 October 2016 Read more MSF: Near-miss &#x2013,2440,2694,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0223,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,542,547,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0223,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,d approved using a lift plan which identifies all the risks and helps to communicate the task at the worksite during the Toolbox talk,1417,1550,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0224,IOGP-01,Bypassing safety controls,NONE,AMBIGUOUS,AMBIGUOUS,bypass,2604,2610,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0224,IOGP-02,Confined space,EXPLICIT,SUPPORTED,SUPPORTED,confined space,1175,1189,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0224,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"n last year’s safety statistics, 42% of LTIs reported by IMCA members involved injuries caused when workers got into the Line of Fire",370,503,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0224,IOGP-07,Safe mechanical lifting,EXPLICIT,DERIVED,DERIVED,he equipment used was neither suitable nor safe: the handle for the portable blower was obstructed with rope and webbing sling,1626,1752,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0224,IOGP-08,Work authorization,NONE,DERIVED,DERIVED,toolbox talk,2254,2266,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0225,IOGP-05,Hot work,EXPLICIT,SUPPORTED,SUPPORTED,Hot Work,1692,1700,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0225,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"n last year’s safety statistics, 42% of LTIs reported by IMCA members involved injuries caused when workers got into the Line of Fire",322,455,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0225,IOGP-08,Work authorization,EXPLICIT,SUPPORTED,SUPPORTED,Permit to Work,1701,1715,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0226,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,er fell over in bathroom during heavy weather Safety Flash IMCA SF 08/23 27 March 2023 Read more IOGP Life Saving Rules: Bypassing safety controls Line of fire What are these,1843,2017,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0226,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0226,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"n last year’s safety statistics, 42% of LTIs reported by IMCA members involved injuries caused when workers got into the Line of Fire",351,484,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0226,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,lifting operation,1746,1763,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0227,IOGP-05,Hot work,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0227,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"n last year’s safety statistics, 42% of LTIs reported by IMCA members involved injuries caused when workers got into the Line of Fire",319,452,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0227,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0228,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"n last year’s safety statistics, 42% of LTIs reported by IMCA members involved injuries caused when workers got into the Line of Fire",364,497,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0229,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,1963,1975,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0230,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,Risk Assessment,1304,1319,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0231,IOGP-03,Driving,EXPLICIT,SUPPORTED,SUPPORTED,Load lost from lorry on public road &#x2013,0,43,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0231,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,13 25 June 2013 Read more Securing of loads Safety Flash IMCA SF 02/05 1 February 2005 Read more IOGP Life Saving Rules: Line of fire What are these,2179,2327,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0232,IOGP-06,Line of fire,EXPLICIT,DERIVED,DERIVED,Dropped object: unsecured cargo inside box broke lose and fell Safety Flash Published on 31 July 2024 Generated on 14 September 2026 IM,0,135,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0232,IOGP-07,Safe mechanical lifting,EXPLICIT,SUPPORTED,SUPPORTED,crane,639,644,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0233,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,"otes that under slightly different circumstances the incident could easily have been a fatality, had someone been in the line of fire of the glass pane, frame, and screw heads",702,877,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0236,IOGP-04,Energy isolation,EXPLICIT,DERIVED,DERIVED,isolated,439,447,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0237,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,337,343,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0237,IOGP-05,Hot work,DERIVED,DERIVED,DERIVED,ignition,1871,1879,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0237,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,winch,745,750,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0238,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,1334,1340,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0238,IOGP-07,Safe mechanical lifting,EXPLICIT,AMBIGUOUS,AMBIGUOUS,crane,392,397,True,DERIVED_FACT,AMBIGUOUS_PARTIAL_MATCH,False
EVT-IMCA-0238,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,1188,1203,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0239,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,line of fire,756,768,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0239,IOGP-07,Safe mechanical lifting,DERIVED,DERIVED,DERIVED,Winch,648,653,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0240,IOGP-03,Driving,DERIVED,DERIVED,DERIVED,transport,1784,1793,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0240,IOGP-06,Line of fire,EXPLICIT,SUPPORTED,SUPPORTED,Line of fire,3093,3105,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0240,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0241,IOGP-09,Working at height,EXPLICIT,DERIVED,DERIVED,"ety Flash Published on 2 July 2024 Generated on 14 September 2026 IMCA SF 13/24 2 minute read A halogen lamp fell from a scaffolding where the work was taking place, causing a small fire",42,228,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0242,IOGP-01,Bypassing safety controls,NONE,DERIVED,DERIVED,bridge,860,866,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0242,IOGP-08,Work authorization,EXPLICIT,DERIVED,DERIVED,risk assessment,2123,2138,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0243,IOGP-01,Bypassing safety controls,DERIVED,SUPPORTED,SUPPORTED,son fractured pelvis in a fall from a ladder Safety Flash IMCA SF 20/23 15 August 2023 Read more IOGP Life Saving Rules: Bypassing safety controls What are these,2532,2693,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0243,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0243,IOGP-08,Work authorization,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
EVT-IMCA-0243,IOGP-09,Working at height,EXPLICIT,SUPPORTED,SUPPORTED,working at height,1845,1862,True,SOURCE_FACT,EXPLICIT_SOURCE_TEXT,False
EVT-IMCA-0244,IOGP-07,Safe mechanical lifting,EXPLICIT,UNSUPPORTED,UNSUPPORTED,NONE,-1,-1,False,UNGROUNDED,UNGROUNDED,False
