event_id,field_changed,v2_1_value,v2_2_value,change_reason,evidence_reference
EVT-IMCA-0337,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:37
EVT-IMCA-0339,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0340,iogp_rules,Safe mechanical lifting; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_11:142
EVT-IMCA-0342,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:162
EVT-IMCA-0343,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:99
EVT-IMCA-0344,iogp_rules,Work authorization; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:145
EVT-IMCA-0352,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:142
EVT-IMCA-0353,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:186
EVT-IMCA-0361,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:119
EVT-IMCA-0362,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:157
EVT-IMCA-0366,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:200
EVT-IMCA-0373,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0376,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:183
EVT-IMCA-0401,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_305:314
EVT-IMCA-0413,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:163
EVT-IMCA-0415,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:122
EVT-IMCA-0416,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_12:192
EVT-IMCA-0426,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0427,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:82
EVT-IMCA-0428,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:106
EVT-IMCA-0458,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-0460,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-0461,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0462,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-0466,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0473,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-0474,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:54
EVT-IMCA-0475,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:28
EVT-IMCA-0498,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:157
EVT-IMCA-0501,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:92
EVT-IMCA-0509,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:82
EVT-IMCA-0510,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:80
EVT-IMCA-0516,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0524,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:143
EVT-IMCA-0527,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:49
EVT-IMCA-0532,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:123
EVT-IMCA-0540,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_69:216
EVT-IMCA-0563,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_19:220
EVT-IMCA-0566,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:128
EVT-IMCA-0567,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0579,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_16:176
EVT-IMCA-0588,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_12:159
EVT-IMCA-0592,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:59
EVT-IMCA-0600,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:125
EVT-IMCA-0617,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_17:249
EVT-IMCA-0618,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_57:171
EVT-IMCA-0628,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0637,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:188
EVT-IMCA-0639,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_113:251
EVT-IMCA-0640,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:130
EVT-IMCA-0641,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:88
EVT-IMCA-0642,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_343:349
EVT-IMCA-0643,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_343:349
EVT-IMCA-0645,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_138:145
EVT-IMCA-0651,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_85:91
EVT-IMCA-0662,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0665,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:175
EVT-IMCA-0666,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:166
EVT-IMCA-0677,iogp_rules,Safe mechanical lifting; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:129
EVT-IMCA-0679,iogp_rules,Work authorization,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0680,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_134:148
EVT-IMCA-0681,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_134:148
EVT-IMCA-0698,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:145
EVT-IMCA-0699,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_122:129
EVT-IMCA-0701,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:120
EVT-IMCA-0702,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_29:102
EVT-IMCA-0708,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_159:164
EVT-IMCA-0713,iogp_rules,Safe mechanical lifting; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:190
EVT-IMCA-0722,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0724,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_79:166
EVT-IMCA-0726,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:105
EVT-IMCA-0730,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0739,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:87
EVT-IMCA-0743,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:61
EVT-IMCA-0744,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:66
EVT-IMCA-0746,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:60
EVT-IMCA-0757,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:48
EVT-IMCA-0769,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:176
EVT-IMCA-0772,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:44
EVT-IMCA-0774,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0778,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:184
EVT-IMCA-0779,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_228:242
EVT-IMCA-0784,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:54
EVT-IMCA-0785,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:80
EVT-IMCA-0786,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_155:160
EVT-IMCA-0787,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_155:160
EVT-IMCA-0788,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_228:242
EVT-IMCA-0790,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:39
EVT-IMCA-0803,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0811,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0812,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0814,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:105
EVT-IMCA-0820,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:152
EVT-IMCA-0823,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_107:112
EVT-IMCA-0831,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:114
EVT-IMCA-0832,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:136
EVT-IMCA-0833,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:136
EVT-IMCA-0834,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:105
EVT-IMCA-0836,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:217
EVT-IMCA-0839,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:50
EVT-IMCA-0840,iogp_rules,NONE,Driving,Two-pass semantic re-evaluation with exact character offset validation,char_132:141
EVT-IMCA-0848,iogp_rules,Energy isolation,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_122:130
EVT-IMCA-0849,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_11:219
EVT-IMCA-0855,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:114
EVT-IMCA-0865,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:78
EVT-IMCA-0866,iogp_rules,Driving; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_3:143
EVT-IMCA-0873,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:117
EVT-IMCA-0874,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:117
EVT-IMCA-0875,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:117
EVT-IMCA-0876,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:117
EVT-IMCA-0877,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:134
EVT-IMCA-0885,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:85
EVT-IMCA-0891,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0892,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0896,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:139
EVT-IMCA-0902,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0906,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:155
EVT-IMCA-0907,iogp_rules,Driving; Safe mechanical lifting,Driving,Two-pass semantic re-evaluation with exact character offset validation,char_160:355
EVT-IMCA-0925,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:112
EVT-IMCA-0927,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:128
EVT-IMCA-0928,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:129
EVT-IMCA-0935,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:22
EVT-IMCA-0946,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:42
EVT-IMCA-0948,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0950,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0951,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0952,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:77
EVT-IMCA-0953,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:23
EVT-IMCA-0965,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:68
EVT-IMCA-0967,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0980,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-0999,iogp_rules,Safe mechanical lifting; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:69
EVT-IMCA-1009,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1016,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:51
EVT-IMCA-1019,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-1023,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:50
EVT-IMCA-1028,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1029,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:65
EVT-IMCA-1038,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:47
EVT-IMCA-1042,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-1046,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1050,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:71
EVT-IMCA-1069,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1071,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:32
EVT-IMCA-1072,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1073,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:55
EVT-IMCA-1074,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1075,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1082,iogp_rules,Energy isolation,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:49
EVT-IMCA-1084,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:48
EVT-IMCA-1106,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:30
EVT-IMCA-1115,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:84
EVT-IMCA-1116,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1117,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1118,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:66
EVT-IMCA-1123,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:50
EVT-IMCA-1124,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:58
EVT-IMCA-1125,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:44
EVT-IMCA-1126,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:57
EVT-IMCA-1142,iogp_rules,Driving; Safe mechanical lifting,Driving,Two-pass semantic re-evaluation with exact character offset validation,char_0:81
EVT-IMCA-1143,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:98
EVT-IMCA-1144,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:41
EVT-IMCA-1145,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:56
EVT-IMCA-1146,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1147,iogp_rules,Hot work; Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:57
EVT-IMCA-1148,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:61
EVT-IMCA-1149,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:72
EVT-IMCA-1151,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1160,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:122
EVT-IMCA-1164,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_10:138
EVT-IMCA-1168,iogp_rules,Work authorization,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_51:207
EVT-IMCA-1175,iogp_rules,Work authorization,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_51:207
EVT-IMCA-1181,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:104
EVT-IMCA-1195,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:108
EVT-IMCA-1196,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:108
EVT-IMCA-1201,iogp_rules,Safe mechanical lifting; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:73
EVT-IMCA-1202,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:127
EVT-IMCA-1203,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:127
EVT-IMCA-1207,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1210,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1213,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_1:142
EVT-IMCA-1217,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:86
EVT-IMCA-1219,iogp_rules,Line of fire; Safe mechanical lifting,Line of fire,Two-pass semantic re-evaluation with exact character offset validation,char_62:195
EVT-IMCA-1220,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1244,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:84
EVT-IMCA-1252,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1253,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:114
EVT-IMCA-1260,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:104
EVT-IMCA-1272,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1274,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1275,iogp_rules,Safe mechanical lifting; Safe mechanical lifting; Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:181
EVT-IMCA-1276,iogp_rules,Driving; Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:154
EVT-IMCA-1277,iogp_rules,Driving; Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:154
EVT-IMCA-1293,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_92:218
EVT-IMCA-1302,iogp_rules,Driving; Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:142
EVT-IMCA-1305,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:137
EVT-IMCA-1306,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:137
EVT-IMCA-1313,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:29
EVT-IMCA-1315,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1326,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-1328,iogp_rules,Working at height,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:22
EVT-IMCA-1341,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1342,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:43
EVT-IMCA-1345,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:24
EVT-IMCA-1347,iogp_rules,Line of fire; Safe mechanical lifting,Line of fire,Two-pass semantic re-evaluation with exact character offset validation,char_0:57
EVT-IMCA-1367,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:85
EVT-IMCA-1368,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-1370,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:40
EVT-IMCA-1371,iogp_rules,Confined space,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:36
EVT-IMCA-1373,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:59
EVT-IMCA-1374,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1376,iogp_rules,Hot work,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:58
EVT-IMCA-1378,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:42
EVT-IMCA-1379,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1387,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:77
EVT-IMCA-1401,iogp_rules,Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:47
EVT-IMCA-1407,iogp_rules,Safe mechanical lifting; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:64
EVT-IMCA-1408,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:39
EVT-IMCA-1409,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:24
EVT-IMCA-1412,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
EVT-IMCA-1413,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-1417,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:59
EVT-IMCA-1418,iogp_rules,Driving; Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:67
EVT-IMCA-1427,iogp_rules,Line of fire,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:38
EVT-IMCA-1432,iogp_rules,Driving,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:62
EVT-IMCA-1448,iogp_rules,Safe mechanical lifting; Line of fire; Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,char_0:53
EVT-IMCA-1457,iogp_rules,Safe mechanical lifting,NONE,Two-pass semantic re-evaluation with exact character offset validation,NONE
