event_id,event_type,source_organization,source_tier,document_id,document_title,document_sha256,url,event_date,industry,activity,energy_type,energy_source,sif_potential,label_type,sif_evidence,barriers_count,iogp_rules_count,actual_consequence,potential_consequence,dataset_tier,overall_quality,duplicate_status
"EVT-IMCA-1182","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1182","28/17: Finger injury during work with rotating machinery","fe659e06e269e36d528ebd95b387e1549c5df246d7af28053d191d33e4ccedf9","https://www.imca-int.com/resources/safety/safety-flashes/2817-finger-injury-during-work-with-rotating-machinery/","2017-11-07","Marine Contracting & Offshore Energy","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1183","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1183","28/17: Lost time injury (LTI): Finger injury during main engine exhaust valve overhaul","229b30a7a321747f7f2a770f3ece3badaeeee5f6b6a934dcb02cb437b4e05a6d","https://www.imca-int.com/resources/safety/safety-flashes/2817-lost-time-injury-lti-finger-injury-during-main-engine-exhaust-valve-overhaul/","2017-11-07","Marine Contracting & Offshore Energy","Piping & Pressure Maintenance","KINETIC","crushed","FALSE","DERIVED","Controlled kinetic energy event without acute SIF potential","0","0","Lost time / serious personal injury sustained.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1184","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1184","28/17: Finger injury: What happens when you DON’T use the right tool for the right job","709b403075eb2977981fc2bf07141158f7cc45f86aa8e024e8b068221f94b299","https://www.imca-int.com/resources/safety/safety-flashes/2817-finger-injury-what-happens-when-you-don-t-use-the-right-tool-for-the-right-job/","2017-11-07","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1185","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1185","28/17: Two yard-based fatal road traffic accidents (UK HSE)","82bf1dbf76091993f9531b0fda52f308f875d25b27b5bf35b5403d3197ef8ebd","https://www.imca-int.com/resources/safety/safety-flashes/2817-two-yard-based-fatal-road-traffic-accidents-uk-hse/","2017-11-07","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","1","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1186","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1186","29/17: Loss of tow and subsequent foundering of two vessels","0ec1070e3bfe6d749e65e9d01bde4f78b5a744ddf6a5121a4b27bcf2426d5ad3","https://www.imca-int.com/resources/safety/safety-flashes/2917-loss-of-tow-and-subsequent-foundering-of-two-vessels/","2017-11-07","Marine Contracting & Offshore Energy","Marine & Vessel Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1187","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1187","27/17: Laptop battery fire","752fb62897df998b5c1a4d4663e7e36fd712da9bc261f53dae4086f5d7cce97e","https://www.imca-int.com/resources/safety/safety-flashes/2717-laptop-battery-fire/","2017-10-25","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","THERMAL","fire","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1188","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1188","27/17: Two near miss incidents with a risk of scalding","41a2e106a084483a6fe2b2b567b98ae778eda2584ce7a46fe1dd09f20e4d1759","https://www.imca-int.com/resources/safety/safety-flashes/2717-two-near-miss-incidents-with-a-risk-of-scalding/","2017-10-25","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","No injuries occurred (Near Miss / Potential Consequence only).","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1189","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1189","27/17: High potential dropped object near miss: Steel ferrule failure","1c84c1dba194cd4beec33f208b61788b7e7972a3e0517de60663a9b6e850174d","https://www.imca-int.com/resources/safety/safety-flashes/2717-high-potential-dropped-object-near-miss-steel-ferrule-failure/","2017-10-25","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","dropped object","TRUE","EXPLICIT","27/17: High potential dropped object near miss: Steel ferrule","0","1","No injuries occurred (Near Miss / Potential Consequence only).","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1190","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1190","27/17: A structural failure leads to uncontrolled motion of a ‘Billy Pugh’ basket and injuries to crew","a4b6bf90a57afa78cc7d072e628667c259441e65aa6b6aff5b67a0872aaeee46","https://www.imca-int.com/resources/safety/safety-flashes/2717-a-structural-failure-leads-to-uncontrolled-motion-of-a-billy-pugh-basket-and-injuries-to-crew/","2017-10-25","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1191","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1191","27/17: Safety alert regarding the product ‘Eurogrit’: Asbestos contamination","883edc417f9936b44097ed51191a45646f0e1713c59e704cc40e9b4fa8ff7193","https://www.imca-int.com/resources/safety/safety-flashes/2717-safety-alert-regarding-the-product-eurogrit-asbestos-contamination/","2017-10-25","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1192","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1192","27/17: Product safety retrofit notice: MAK automated flanged valves 3″, 4″, 6″, 8″ and 12″/600#","156b331eaf1c9cc73086ee9ad845aecd88a8314cc66b55e1a15c29e477d49d4c","https://www.imca-int.com/resources/safety/safety-flashes/2717-product-safety-retrofit-notice-mak-automated-flanged-valves-3-4-6-8-and-12-600/","2017-10-25","Marine Contracting & Offshore Energy","Piping & Pressure Maintenance","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1193","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1193","27/17: Safety features of the Siemens Maxum Edition II gas chromatograph","413a91aa9c6475475a87da1ed6ad4e8503cde9f13cb026645c1769e7b6ec4315","https://www.imca-int.com/resources/safety/safety-flashes/2717-safety-features-of-the-siemens-maxum-edition-ii-gas-chromatograph/","2017-10-25","Marine Contracting & Offshore Energy","Hot Work Operations","THERMAL","explosion","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","Minor injury requiring first aid or medical attention.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1194","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1194","26/17: Loss of sight in right eye: Misdiagnosis of illness","cd85647a38513438ae15f611eb0e58eb64dd930e862c46bfac6ad62c132dcf6b","https://www.imca-int.com/resources/safety/safety-flashes/2617-loss-of-sight-in-right-eye-misdiagnosis-of-illness/","2017-10-20","Marine Contracting & Offshore Energy","Marine & Vessel Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1195","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1195","26/17: High potential dropped object near miss: Object fell from cargo","191465c2c57eb51573f49eed2b8e07a4251c03fa71097e63265477bcd5985f38","https://www.imca-int.com/resources/safety/safety-flashes/2617-high-potential-dropped-object-near-miss-object-fell-from-cargo/","2017-10-20","Marine Contracting & Offshore Energy","Marine & Vessel Operations","GRAVITATIONAL","dropped object","TRUE","EXPLICIT","26/17: High potential dropped object near miss: Object fell f","0","0","No injuries occurred (Near Miss / Potential Consequence only).","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1196","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1196","26/17: Pin from crane block sheave guard fell 25 m","48c442035745fc92fbcac411f638643de2a29ae6a555413a4f27dbe8ca4d68c2","https://www.imca-int.com/resources/safety/safety-flashes/2617-pin-from-crane-block-sheave-guard-fell-25-m/","2017-10-20","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","crane","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1197","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1197","26/17: Stored energy near miss: Person nearly hit by equipment caught during light daughtercraft operations","ad22db12e5d2ae3b176e1291c0994e152e93364325299145b6a576702d4a3cb5","https://www.imca-int.com/resources/safety/safety-flashes/2617-stored-energy-near-miss-person-nearly-hit-by-equipment-caught-during-light-daughtercraft-operations/","2017-10-20","Marine Contracting & Offshore Energy","Subsea & Diving Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","No injuries occurred (Near Miss / Potential Consequence only).","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1198","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1198","26/17: UK HSE: Worker loses fingers in crush injury during lifting operations","3bc3e3da2cb3b49a1bd33e5a464c13c7bf4eb858d1f437e6cca6991b107bb55d","https://www.imca-int.com/resources/safety/safety-flashes/2617-uk-hse-worker-loses-fingers-in-crush-injury-during-lifting-operations/","2017-10-20","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","lifting","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1199","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1199","26/17: US Coast Guard Safety Alert 07/17 – CO₂ hazards","362cc135b79f4fc1ecc20570cc17f7b758e27db6c5541459ef7cd957e5c0f16e","https://www.imca-int.com/resources/safety/safety-flashes/2617-us-coast-guard-safety-alert-0717-co2-hazards/","2017-10-20","Marine Contracting & Offshore Energy","Marine & Vessel Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1200","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1200","25/17: Fatality: Crew member crushed between TMS and snubber ring","197d63cce9bac63387bdd659b641638d6b046d9b8cc1feacf708cff7a9e3f43a","https://www.imca-int.com/resources/safety/safety-flashes/2517-fatality-crew-member-crushed-between-tms-and-snubber-ring/","2017-10-19","Marine Contracting & Offshore Energy","Subsea & Diving Operations","KINETIC","crushed","FALSE","DERIVED","Controlled kinetic energy event without acute SIF potential","1","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1201","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1201","24/17: Lost time injury (LTI): Loose grating fell from crane, a man fell through and was injured","5b2327e9d2b47b534fb84321e87e807bb6dbb4acc606b6984e8489967cbeca22","https://www.imca-int.com/resources/safety/safety-flashes/2417-lost-time-injury-lti-loose-grating-fell-from-crane-a-man-fell-through-and-was-injured/","2017-10-05","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","crane","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","1","Lost time / serious personal injury sustained.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1202","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1202","24/17: Near miss – Grating dislodged and fell, leading to crewman slipping","5ff7f66c523f5db051c1efa4560684b43963906494f9428b3fbaa4e0a7c64893","https://www.imca-int.com/resources/safety/safety-flashes/2417-near-miss-grating-dislodged-and-fell-leading-to-crewman-slipping/","2017-10-05","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","GRAVITATIONAL","grating","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","0","No injuries occurred (Near Miss / Potential Consequence only).","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1203","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1203","24/17: Flooding in steering gear compartment","bb586dcb255e4f9625a1d092cbdc4691654dbf9379f4497d2e6e0f34202c9d1d","https://www.imca-int.com/resources/safety/safety-flashes/2417-flooding-in-steering-gear-compartment/","2017-10-05","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","GRAVITATIONAL","grating","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1204","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1204","24/17: Small boat deployment near miss incident","6d622fda3da595932debf4fce18f04a2716eda8eeea4044e805dda4c02b2f974","https://www.imca-int.com/resources/safety/safety-flashes/2417-small-boat-deployment-near-miss-incident/","2017-10-05","Marine Contracting & Offshore Energy","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","No injuries occurred (Near Miss / Potential Consequence only).","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1205","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1205","24/17: Fatality: Overpressure of an explosion-proof enclosure","3f7aa2dae02efcfde511114c40a1d398793f66270031a2916b570d211f64bfd2","https://www.imca-int.com/resources/safety/safety-flashes/2417-fatality-overpressure-of-an-explosion-proof-enclosure/","2017-10-05","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","THERMAL","explosion","FALSE","DERIVED","Controlled thermal energy event without acute SIF potential","0","0","Fatal injury occurred.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1206","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1206","23/17: Property damage: Platform supply vessel collided with legs of jack-up rig","dde173fdfb80b4e0f91bb1f6c02d9805d2c520814f035d6fbd0ee2b2521d3d89","https://www.imca-int.com/resources/safety/safety-flashes/2317-property-damage-platform-supply-vessel-collided-with-legs-of-jack-up-rig/","2017-09-21","Marine Contracting & Offshore Energy","Drilling & Well Intervention","UNKNOWN","","UNKNOWN","UNKNOWN","","1","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1207","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1207","23/17: Two near misses: Loads fell from height to deck","7b1a394defd00938952e954dd2295bc2dfec53d65ea060bc593a23ed23b3d0d9","https://www.imca-int.com/resources/safety/safety-flashes/2317-two-near-misses-loads-fell-from-height-to-deck/","2017-09-21","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","lifting","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","1","No injuries occurred (Near Miss / Potential Consequence only).","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1208","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1208","23/17: Failure of pipework in fuel tanks","8fbfee082359b77ba1d6a01f4a39e0802262708bec548ff5a64c7b32d2b70dd8","https://www.imca-int.com/resources/safety/safety-flashes/2317-failure-of-pipework-in-fuel-tanks/","2017-09-21","Marine Contracting & Offshore Energy","Piping & Pressure Maintenance","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1209","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1209","23/17: Lost time injury (LTI) – Finger laceration due to use of knife","1e62e06f2a0ab70cd7e715fc609cd06204b608c99520a220e85e116baafd543a","https://www.imca-int.com/resources/safety/safety-flashes/2317-lost-time-injury-lti-finger-laceration-due-to-use-of-knife/","2017-09-21","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Lost time / serious personal injury sustained.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1210","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1210","23/17: Crewman got cement dust in his eyes","bebb479a1d1bcf7fc40c51fcff53aa575ddc576abf94d43931b4dfee708733a3","https://www.imca-int.com/resources/safety/safety-flashes/2317-crewman-got-cement-dust-in-his-eyes/","2017-09-21","Marine Contracting & Offshore Energy","Marine & Vessel Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1211","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1211","22/17: Counterfeit training certificates","d9af293ec3274c73ae44c002f37c03035080b5bd9cbde4b4b062a3f3b443c1df","https://www.imca-int.com/resources/safety/safety-flashes/2217-counterfeit-training-certificates/","2017-09-01","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","crane","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","2","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1212","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1212","22/17: Passenger safety in retrofitted mini-vans/buses","65d2d797d46f40de5ee05ca54518def632bce7fc70ccac9c581759c39ea9464e","https://www.imca-int.com/resources/safety/safety-flashes/2217-passenger-safety-in-retrofitted-mini-vansbuses/","2017-09-01","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","1","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1213","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1213","22/17: Worker trapped and injured by reversing vehicle","c927b4f4ec6da3c12dcb1414cd8c3d921d5089823e89b0e4fcc6c8de934c1b62","https://www.imca-int.com/resources/safety/safety-flashes/2217-worker-trapped-and-injured-by-reversing-vehicle/","2017-09-01","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","1","1","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1214","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1214","22/17: Worker was injured by a forklift truck","6211476cdbbf135e64902bf20708e69267a2106e8686b6778ac735d6884f2aeb","https://www.imca-int.com/resources/safety/safety-flashes/2217-worker-was-injured-by-a-forklift-truck/","2017-09-01","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","1","Minor injury requiring first aid or medical attention.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1215","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1215","22/17: Worker crushed by dropped/falling object","2932116cb2d544f2c23f659b9c5f3c5b52eabb014d038e77728af13e83d6963e","https://www.imca-int.com/resources/safety/safety-flashes/2217-worker-crushed-by-droppedfalling-object/","2017-09-01","Marine Contracting & Offshore Energy","Hot Work Operations","KINETIC","crushed","TRUE","DERIVED","Derived SIF: Uncontrolled kinetic energy with compromised barrier and line-of-fire exposure","0","0","Minor injury requiring first aid or medical attention.","Severe or fatal trauma resulting from uncontrolled energetic release.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1216","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1216","21/17: Dropped object near miss – hammer dropped from scaffolding","c13a9f7135ad737f4e424e58037c7fc52498f135c52d4be34c335234bce7e3ac","https://www.imca-int.com/resources/safety/safety-flashes/2117-dropped-object-near-miss-hammer-dropped-from-scaffolding/","2017-08-23","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","GRAVITATIONAL","dropped object","TRUE","DERIVED","Derived SIF: Uncontrolled gravitational energy with compromised barrier and line-of-fire exposure","0","1","No injuries occurred (Near Miss / Potential Consequence only).","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1217","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1217","21/17: High potential near miss: dropped object – buffer plate fell from crane boom","050cf31b4071a817b17f3d37187553306222ec824eed932145e2e6f10894fec6","https://www.imca-int.com/resources/safety/safety-flashes/2117-high-potential-near-miss-dropped-object-buffer-plate-fell-from-crane-boom/","2017-08-23","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","dropped object","TRUE","EXPLICIT","21/17: High potential near miss: dropped object – buffer plat","0","1","No injuries occurred (Near Miss / Potential Consequence only).","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1218","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1218","21/17: Bunkering hose dropped to deck – Incorrect lifting procedure","9c8fbea21f7c2c59652ca90692b49f484d0d83bcb2200e7b5412923b2e0a8cbe","https://www.imca-int.com/resources/safety/safety-flashes/2117-bunkering-hose-dropped-to-deck-incorrect-lifting-procedure/","2017-08-23","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","lifting","TRUE","DERIVED","Derived SIF: Uncontrolled gravitational energy with compromised barrier and line-of-fire exposure","0","1","None reported / Equipment stoppage or minor disruption.","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1219","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1219","21/17: Uncontrolled movement of crane block and pennant during lifting operations at sea","48036877802c522d00ba442d11ad8cb76b694f2282082f71cdf7469f0978ef60","https://www.imca-int.com/resources/safety/safety-flashes/2117-uncontrolled-movement-of-crane-block-and-pennant-during-lifting-operations-at-sea/","2017-08-23","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","crane","FALSE","DERIVED","Controlled gravitational energy event without acute SIF potential","0","2","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1220","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1220","21/17: High potential near miss: Slip on tag line during crane operations","007f8b387b82e39747fdd7bdce6ec060698efdd12306d2a11e09237a3debbe5d","https://www.imca-int.com/resources/safety/safety-flashes/2117-high-potential-near-miss-slip-on-tag-line-during-crane-operations/","2017-08-23","Marine Contracting & Offshore Energy","Lifting & Rigging Operations","GRAVITATIONAL","crane","TRUE","EXPLICIT","21/17: High potential near miss: Slip on tag line during cran","0","1","No injuries occurred (Near Miss / Potential Consequence only).","Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1221","INCIDENT","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1221","21/17: Fatality during unpacking of heavy electrical panel equipment","ef02b41e161a95f56b339b096af051a28a7bd7349a95673972607f696ee8cb4a","https://www.imca-int.com/resources/safety/safety-flashes/2117-fatality-during-unpacking-of-heavy-electrical-panel-equipment/","2017-08-23","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","ELECTRICAL","electrical","TRUE","EXPLICIT","ment Step Change UK reports a fatal incident which occurred during the unpacking of","0","0","Fatal injury occurred.","Electrocution or severe thermal arc-flash blast fatality.","SILVER","HIGH","UNIQUE"
"EVT-IMCA-1222","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1222","20/17: Power loss within dive control","d8e585596d067c8933ca3eb28d95df0298e62c6a4288e1bf9177f575fc42ebf1","https://www.imca-int.com/resources/safety/safety-flashes/2017-power-loss-within-dive-control/","2017-08-11","Marine Contracting & Offshore Energy","Hot Work Operations","UNKNOWN","","UNKNOWN","UNKNOWN","","0","0","Minor injury requiring first aid or medical attention.","Local hazard exposure with manageable outcome.","BRONZE","MEDIUM","UNIQUE"
"EVT-IMCA-1223","NEAR_MISS","International Marine Contractors Association (IMCA)","TIER_B_INDUSTRY","SRC-IMCA-1223","20/17: Incorrect pressure gauge on high pressure supply line","2796743bb7e1fe41832f2fbd5fb93adf7763f3427ffba053bb4ac37b6ef8bc1a","https://www.imca-int.com/resources/safety/safety-flashes/2017-incorrect-pressure-gauge-on-high-pressure-supply-line/","2017-08-11","Marine Contracting & Offshore Energy","General Industrial / Offshore Operations","PRESSURE","high pressure","FALSE","DERIVED","Controlled pressure energy event without acute SIF potential","0","0","None reported / Equipment stoppage or minor disruption.","Local hazard exposure with manageable outcome.","SILVER","HIGH","UNIQUE"
