event_id,event_type,source_org,source_id,document_title,url,country,region,facility,activity,energy_type,energy_status,exposure_present,exposure_type,barrier_count,actual_consequence,potential_consequence,sif_potential,sif_label_type,dataset_tier,provenance_status,duplicate_status,duplicate_group_id
EVT-IMCA-0514,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0514,15/22 NTSB: watertight doors – vessel sank after flooding,https://www.imca-int.com/resources/safety/safety-flashes/1522-ntsb-watertight-doors-vessel-sank-after-flooding/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01085
EVT-IMCA-0515,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0515,15/22 Infection: a scratched elbow turns into an LTI,https://www.imca-int.com/resources/safety/safety-flashes/1522-infection-a-scratched-elbow-turns-into-an-lti/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01086
EVT-IMCA-0516,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0516,14/22 Crosby – Important safety notice for 7/8″ 6.5t Anchor Shackles,https://www.imca-int.com/resources/safety/safety-flashes/1422-crosby-important-safety-notice-for-78-65t-anchor-shackles/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01087
EVT-IMCA-0517,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0517,13/22 Surface decompression near-miss,https://www.imca-int.com/resources/safety/safety-flashes/1322-surface-decompression-near-miss/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,No injuries occurred (Near Miss / Potential Consequence only).,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01088
EVT-IMCA-0518,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0518,13/22 Near miss: grinder disc rotation set up in the wrong direction,https://www.imca-int.com/resources/safety/safety-flashes/1322-near-miss-grinder-disc-rotation-set-up-in-the-wrong-direction/,UNKNOWN,International Marine & Offshore,UNKNOWN,Hot Work Operations,UNKNOWN,UNKNOWN,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01089
EVT-IMCA-0519,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0519,13/22 USCG: Exceeding electrical duty rating can lead to failure,https://www.imca-int.com/resources/safety/safety-flashes/1322-uscg-exceeding-electrical-duty-rating-can-lead-to-failure/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,ELECTRICAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01090
EVT-IMCA-0520,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0520,13/22 Searchlight fell from vessel during heavy weather,https://www.imca-int.com/resources/safety/safety-flashes/1322-searchlight-fell-from-vessel-during-heavy-weather/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01091
EVT-IMCA-0521,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0521,13/22 MSF: Corrosion in fire-fighting equipment,https://www.imca-int.com/resources/safety/safety-flashes/1322-msf-corrosion-in-fire-fighting-equipment/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01092
EVT-IMCA-0522,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0522,12/22 Explosion – hot work in a flammable atmosphere (Transport Malta),https://www.imca-int.com/resources/safety/safety-flashes/1222-explosion-hot-work-in-a-flammable-atmosphere-transport-malta/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01093
EVT-IMCA-0523,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0523,12/22 Process Safety Fundamentals – IOGP / Step Change,https://www.imca-int.com/resources/safety/safety-flashes/1222-process-safety-fundamentals-iogp-step-change/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01094
EVT-IMCA-0524,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0524,12/22 IOGP: Dropped object with potential for injury – riser release,https://www.imca-int.com/resources/safety/safety-flashes/1222-iogp-dropped-object-with-potential-for-injury-riser-release/,UNKNOWN,International Marine & Offshore,Jack-up Rig,Drilling & Well Intervention,GRAVITATIONAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Catastrophic crushing / struck-by fatality from dropped heavy load or fall from height.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01095
EVT-IMCA-0525,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0525,12/22: Safe Use of Ladders and Stepladders,https://www.imca-int.com/resources/safety/safety-flashes/1222-safe-use-of-ladders-and-stepladders/,UNKNOWN,International Marine & Offshore,UNKNOWN,Hot Work Operations,UNKNOWN,UNKNOWN,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01096
EVT-IMCA-0526,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0526,12/22 This is not a drill…an LTI during a drill (MSF),https://www.imca-int.com/resources/safety/safety-flashes/1222-this-is-not-a-drill-an-lti-during-a-drill-msf/,UNKNOWN,International Marine & Offshore,UNKNOWN,Drilling & Well Intervention,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01097
EVT-IMCA-0527,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0527,11/22 Riggers injured while disconnecting rigging,https://www.imca-int.com/resources/safety/safety-flashes/1122-riggers-injured-while-disconnecting-rigging/,UNKNOWN,International Marine & Offshore,UNKNOWN,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01098
EVT-IMCA-0528,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0528,11/22 Near miss: Floor Plate fell from Main Mast during storm,https://www.imca-int.com/resources/safety/safety-flashes/1122-near-miss-floor-plate-fell-from-main-mast-during-storm/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,No injuries occurred (Near Miss / Potential Consequence only).,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01099
EVT-IMCA-0529,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0529,11/22 MAIB: Loss of containers overboard – task seen as routine,https://www.imca-int.com/resources/safety/safety-flashes/1122-maib-loss-of-containers-overboard-task-seen-as-routine/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01100
EVT-IMCA-0530,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0530,11/22 Maintenance and painting – two incidents,https://www.imca-int.com/resources/safety/safety-flashes/1122-maintenance-and-painting-two-incidents/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01101
EVT-IMCA-0531,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0531,11/22 MSF: Manual Handling Injury During Bulk Hose Operations,https://www.imca-int.com/resources/safety/safety-flashes/1122-msf-manual-handling-injury-during-bulk-hose-operations/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01102
EVT-IMCA-0532,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0532,10/22 Communications: LTI finger injury during lifting operations,https://www.imca-int.com/resources/safety/safety-flashes/1022-communications-lti-finger-injury-during-lifting-operations/,UNKNOWN,International Marine & Offshore,UNKNOWN,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01103
EVT-IMCA-0533,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0533,10/22 COBRA System – Hose coupling cross threaded,https://www.imca-int.com/resources/safety/safety-flashes/1022-cobra-system-hose-coupling-cross-threaded/,UNKNOWN,International Marine & Offshore,UNKNOWN,Subsea & Diving Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01104
EVT-IMCA-0534,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0534,10/22 Diver experienced an air flow restriction,https://www.imca-int.com/resources/safety/safety-flashes/1022-diver-experienced-an-air-flow-restriction/,UNKNOWN,International Marine & Offshore,UNKNOWN,Subsea & Diving Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01105
EVT-IMCA-0535,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0535,10/22 Subsea transponder wire parted,https://www.imca-int.com/resources/safety/safety-flashes/1022-subsea-transponder-wire-parted/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01106
EVT-IMCA-0536,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0536,10/22 MAIB: Blockage of fixed CO2 fire extinguishing system pilot hoses,https://www.imca-int.com/resources/safety/safety-flashes/1022-maib-blockage-of-fixed-co2-fire-extinguishing-system-pilot-hoses/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01107
EVT-IMCA-0537,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0537,09/22 MAIB Safety Digest 1/2022,https://www.imca-int.com/resources/safety/safety-flashes/0922-maib-safety-digest-12022/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01108
EVT-IMCA-0538,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0538,09/22 USB power bank (Lithium battery) fire,https://www.imca-int.com/resources/safety/safety-flashes/0922-usb-power-bank-lithium-battery-fire/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01109
EVT-IMCA-0539,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0539,09/22 USCG: Lithium battery fire,https://www.imca-int.com/resources/safety/safety-flashes/0922-uscg-lithium-battery-fire/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01110
EVT-IMCA-0540,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0540,09/22 UK HSE: worker died following fall from crane platform,https://www.imca-int.com/resources/safety/safety-flashes/0922-uk-hse-worker-died-following-fall-from-crane-platform/,UNKNOWN,International Marine & Offshore,UNKNOWN,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,False,,0,Fatal injury occurred.,Local hazard exposure with manageable outcome.,TRUE,EXPLICIT,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01111
EVT-IMCA-0541,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0541,09/22 Riggers struck/trapped by pipe section,https://www.imca-int.com/resources/safety/safety-flashes/0922-riggers-strucktrapped-by-pipe-section/,UNKNOWN,International Marine & Offshore,UNKNOWN,Piping & Pressure Maintenance,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01112
EVT-IMCA-0542,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0542,08/22 Mooring near miss: Guide roller pin suffered material failure,https://www.imca-int.com/resources/safety/safety-flashes/0822-mooring-near-miss-guide-roller-pin-suffered-material-failure/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,No injuries occurred (Near Miss / Potential Consequence only).,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01113
EVT-IMCA-0543,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0543,08/22 American P&I Club: Fire Started from cutting torch work,https://www.imca-int.com/resources/safety/safety-flashes/0822-american-pi-club-fire-started-from-cutting-torch-work/,UNKNOWN,International Marine & Offshore,UNKNOWN,Hot Work Operations,THERMAL,DERIVED,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01114
EVT-IMCA-0544,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0544,08/22 NTSB: Dangerous engine failure – improper torquing,https://www.imca-int.com/resources/safety/safety-flashes/0822-ntsb-dangerous-engine-failure-improper-torquing/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01115
EVT-IMCA-0545,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0545,08/22 MSF: Unsafe Cargo Transfer Using Pallets,https://www.imca-int.com/resources/safety/safety-flashes/0822-msf-unsafe-cargo-transfer-using-pallets/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01116
EVT-IMCA-0546,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0546,08/22 UK HSE: worker falls from height during oil platform decommissioning,https://www.imca-int.com/resources/safety/safety-flashes/0822-uk-hse-worker-falls-from-height-during-oil-platform-decommissioning/,UNKNOWN,International Marine & Offshore,Offshore Fixed Platform,Hot Work Operations,UNKNOWN,UNKNOWN,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01117
EVT-IMCA-0547,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0547,07/22 MAIB: Unexploded ordnance – subsea explosion causes injury and damage,https://www.imca-int.com/resources/safety/safety-flashes/0722-maib-unexploded-ordnance-subsea-explosion-causes-injury-and-damage/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,THERMAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Major hydrocarbon fire or explosion resulting in multiple fatalities and facility loss.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01118
EVT-IMCA-0548,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0548,"07/22 MAIB: Flooding, capsize and foundering of small vessel after issues with towing wires",https://www.imca-int.com/resources/safety/safety-flashes/0722-maib-flooding-capsize-and-foundering-of-small-vessel-after-issues-with-towing-wires/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01119
EVT-IMCA-0549,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0549,07/22 Overcoming Language Barriers,https://www.imca-int.com/resources/safety/safety-flashes/0722-overcoming-language-barriers/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01120
EVT-IMCA-0550,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0550,07/22 MSF: Contact between Vessel and Offshore Installation,https://www.imca-int.com/resources/safety/safety-flashes/0722-msf-contact-between-vessel-and-offshore-installation/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01121
EVT-IMCA-0551,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0551,07/22 Stored energy release: Two fatalities with tyres (IOGP),https://www.imca-int.com/resources/safety/safety-flashes/0722-stored-energy-release-two-fatalities-with-tyres-iogp/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,KINETIC,DERIVED,True,DIRECT_PHYSICAL_CONTACT,0,Fatal injury occurred.,Local hazard exposure with manageable outcome.,TRUE,DERIVED,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01122
EVT-IMCA-0552,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0552,06/22 Fatal fall from collapsing scaffolding on a merchant vessel,https://www.imca-int.com/resources/safety/safety-flashes/0622-fatal-fall-from-collapsing-scaffolding-on-a-merchant-vessel/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,GRAVITATIONAL,DERIVED,False,,0,Fatal injury occurred.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01123
EVT-IMCA-0553,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0553,06/22 Non-fatal man overboard incident,https://www.imca-int.com/resources/safety/safety-flashes/0622-non-fatal-man-overboard-incident/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,Fatal injury occurred.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01124
EVT-IMCA-0554,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0554,06/22 Line of fire: pinched finger between door and frame,https://www.imca-int.com/resources/safety/safety-flashes/0622-line-of-fire-pinched-finger-between-door-and-frame/,UNKNOWN,International Marine & Offshore,UNKNOWN,Subsea & Diving Operations,UNKNOWN,UNKNOWN,True,LINE_OF_FIRE,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01125
EVT-IMCA-0555,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0555,06/22 Get it fixed!! Deteriorated seals on emergency hatch,https://www.imca-int.com/resources/safety/safety-flashes/0622-get-it-fixed-deteriorated-seals-on-emergency-hatch/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01126
EVT-IMCA-0556,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0556,06/22 MSF: Foreign object in eye,https://www.imca-int.com/resources/safety/safety-flashes/0622-msf-foreign-object-in-eye/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01127
EVT-IMCA-0557,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0557,05/22 Permit to Work and Isolation procedure not followed,https://www.imca-int.com/resources/safety/safety-flashes/0522-permit-to-work-and-isolation-procedure-not-followed/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,ELECTRICAL,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01128
EVT-IMCA-0558,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0558,05/22 MSF: LTI – Fall from Height  (control of work during SIMOPS),https://www.imca-int.com/resources/safety/safety-flashes/0522-msf-lti-fall-from-height-control-of-work-during-simops/,UNKNOWN,International Marine & Offshore,UNKNOWN,Marine & Vessel Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01129
EVT-IMCA-0559,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0559,05/22 UK HSE: Poor control of work – worker suffered serious injuries,https://www.imca-int.com/resources/safety/safety-flashes/0522-uk-hse-poor-control-of-work-worker-suffered-serious-injuries/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,KINETIC,DERIVED,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01130
EVT-IMCA-0560,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0560,05/22 Fractured finger while handling metal plates,https://www.imca-int.com/resources/safety/safety-flashes/0522-fractured-finger-while-handling-metal-plates/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,True,DIRECT_PHYSICAL_CONTACT,0,Lost time / serious personal injury sustained.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01131
EVT-IMCA-0561,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0561,05/22 UK HSE: Liquid petroleum gas (LPG) leak,https://www.imca-int.com/resources/safety/safety-flashes/0522-uk-hse-liquid-petroleum-gas-lpg-leak/,UNKNOWN,International Marine & Offshore,Petrochemical Refinery,Hot Work Operations,UNKNOWN,UNKNOWN,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01132
EVT-IMCA-0562,INCIDENT,International Marine Contractors Association (IMCA),SRC-IMCA-0562,04/22 Equipment on quay damaged when vessel started listing,https://www.imca-int.com/resources/safety/safety-flashes/0422-equipment-on-quay-damaged-when-vessel-started-listing/,UNKNOWN,International Marine & Offshore,UNKNOWN,Piping & Pressure Maintenance,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01133
EVT-IMCA-0563,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0563,04/22 UK HSE: Offshore crane boom hoist failures,https://www.imca-int.com/resources/safety/safety-flashes/0422-uk-hse-offshore-crane-boom-hoist-failures/,UNKNOWN,International Marine & Offshore,UNKNOWN,Lifting & Rigging Operations,UNKNOWN,UNKNOWN,False,,0,Minor injury requiring first aid or medical attention.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01134
EVT-IMCA-0564,NEAR_MISS,International Marine Contractors Association (IMCA),SRC-IMCA-0564,04/22 Cargo shifted during heavy weather,https://www.imca-int.com/resources/safety/safety-flashes/0422-cargo-shifted-during-heavy-weather/,UNKNOWN,International Marine & Offshore,UNKNOWN,General Industrial / Offshore Operations,UNKNOWN,UNKNOWN,False,,0,None reported / Equipment stoppage or minor disruption.,Local hazard exposure with manageable outcome.,UNKNOWN,UNKNOWN,BRONZE,CATALOG_METADATA,UNIQUE,GRP-01135
